Marka,Model,Year,Price,Brand ID,Model ID
Mercedes-Benz,C 220,1995,2900000,12,232
Toyota,Camry,2021,19600000,0,38
VAZ,Largus,2017,5500000,16,323
Daewoo,Matiz,2014,1300000,37,275
Land Rover,Discovery,1997,2500000,4,149
Lexus,ES 250,2018,22500000,20,94
Mercedes-Benz,S 63 AMG,2015,26000000,12,42
Tesla,Model Y,2023,20900000,38,158
Toyota,Avensis,2013,8050000,0,51
Mercedes-Benz,S 350,2003,5700000,12,130
Nissan,Patrol,2004,8400000,17,29
Volkswagen,Touareg,2010,14000000,23,154
Hyundai,Elantra,2014,8000000,13,17
Opel,Astra,1996,1600000,27,457
Suzuki,Grand Vitara,2006,5900000,21,180
Ravon,Nexia R3,2019,4700000,55,444
Toyota,RAV 4,2012,9000000,0,93
Toyota,Carina E,1992,1850000,0,18
Toyota,Camry,1993,2850000,0,38
Chevrolet,Aveo,2013,2400000,22,551
Lexus,ES 350,2012,13500000,20,219
Hyundai,Elantra,2022,12290000,13,17
Tesla,Model Y,2021,19600000,38,158
Lexus,ES 200,2017,17869000,20,447
Hyundai,Sonata,2020,13510000,13,20
Toyota,Camry,2022,13900000,0,38
Kia,Optima,2018,11110000,2,239
Hyundai,Accent,1996,700000,13,50
Mercedes-Benz,190,1992,600000,12,119
Mitsubishi,Delica,1996,3500000,14,81
BMW,340,2022,39000000,11,552
Toyota,Corolla,2002,3500000,0,65
Toyota,Carina E,1992,3100000,0,18
Toyota,Land Cruiser Prado,2009,13500000,0,21
Toyota,RAV 4,2022,15550000,0,93
Honda,Odyssey,1996,2600000,15,297
Hyundai,Getz,2010,5100000,13,539
Toyota,Avensis,2005,4549500,0,51
Mitsubishi,Galant,1993,980000,14,155
Toyota,Camry,2004,4500000,0,38
Volkswagen,Passat,2009,5300000,23,101
Dodge,Charger,2017,27000000,5,463
Toyota,RAV 4,2013,11800000,0,93
Honda,CR-V,1997,3500000,15,174
Land Rover,Discovery,2014,14500000,4,149
BMW,330,2006,4900000,11,553
Hyundai,Staria,2023,29000000,13,90
Lexus,GX 470,2005,13500000,20,124
Volkswagen,Golf,1992,1500000,23,85
Toyota,Corolla,2006,5500000,0,65
Chevrolet,Cobalt,2022,7000000,22,214
Nissan,Teana,2006,3500000,17,41
Ford,Mustang,2019,18700000,24,53
Nissan,Cefiro,1995,1699999,17,35
Zeekr,001,2023,29100000,3,5
Chevrolet,Nexia,2021,5500000,22,133
Toyota,Avensis,1998,3200000,0,51
Mercedes-Benz,E 200,2015,12000000,12,71
Toyota,Corolla,2018,10000000,0,65
Hyundai,Santa Fe,2023,19099000,13,67
Toyota,Camry,2015,12800000,0,38
Mercedes-Benz,E 320,1996,5200000,12,23
Zeekr,001,2023,28600000,3,5
Subaru,Forester,1997,3600000,19,118
Ford,Transit,2002,3300000,24,123
Toyota,Yaris,2011,5400000,0,477
HiPhi,Z,2023,53500000,42,188
Toyota,Camry,2017,15000000,0,38
Nissan,Terrano,1992,1600000,17,28
Hyundai,Porter,2021,12900000,13,257
Hyundai,Tucson,2022,14500000,13,107
Kia,Sorento,2019,15300000,2,64
Mercedes-Benz,CLA 200,2015,11500000,12,250
Mercedes-Benz,Sprinter,2009,9500000,12,145
Mercedes-Benz,190,1993,1500000,12,119
Toyota,Highlander,2020,26000000,0,19
Opel,Vectra,1995,1900000,27,72
Toyota,RAV 4,2021,14400000,0,93
Kia,K5,2021,20200000,2,4
GAZ,310221,2002,7000000,32,554
VAZ,Priora 2170,2013,2900000,16,44
Porsche,Cayenne,2007,9200000,8,12
Audi,Q7,2017,31000000,6,131
Toyota,Tundra,2021,50500000,0,79
Hyundai,Elantra,2018,8700000,13,17
Nissan,Pathfinder,2020,15000000,17,346
Chevrolet,Spark,2019,5000000,22,137
Nissan,Juke,2013,7500000,17,254
Toyota,Land Cruiser Prado,2007,14500000,0,21
Toyota,Camry,2019,16500000,0,38
Lexus,ES 300h,2015,13900000,20,555
Land Rover,Range Rover Sport,2008,9000000,4,7
Volkswagen,ID.4,2023,14500000,23,75
Hyundai,Santa Fe,2022,16500000,13,67
Toyota,Hilux,2016,21000000,0,138
BMW,535,2014,15300000,11,217
Volkswagen,ID.4,2022,17200000,23,75
Toyota,RAV 4,2013,10784875,0,93
Hyundai,Accent,2019,8293975,13,50
Lexus,LX 570,2019,60000000,20,36
Hyundai,Elantra,2020,10505100,13,17
Toyota,Camry,2021,17500000,0,38
Kia,Rio,2014,6800000,2,151
Toyota,4Runner,2004,12000000,0,82
Hyundai,Accent,2014,6300000,13,50
Hyundai,Staria,2023,29950000,13,90
Kia,Sorento,2022,22500000,2,64
Mazda,3,2007,3800000,18,69
Kia,K5,2019,10200000,2,4
Toyota,Camry,2021,15500000,0,38
Mercedes-Benz,A 160,1998,1900000,12,556
Subaru,Tribeca,2006,4700000,19,557
Hyundai,Accent,2015,5850000,13,50
Lexus,RX 300,1999,5500000,20,98
Honda,Stepwgn,2009,6500000,15,558
Toyota,Camry,2014,9000000,0,38
Toyota,Corolla,1997,2200000,0,65
Kia,Stinger,2019,23000000,2,265
Nissan,Almera Tino,2003,1700000,17,559
Toyota,Hilux Surf,1997,4100000,0,238
Daewoo,Nexia,2011,1600000,37,133
Hyundai,Sonata,1997,1000000,13,20
BMW,X5,2022,52000000,11,30
Mitsubishi,Outlander,2022,12500000,14,77
Volkswagen,Polo,2014,5200000,23,152
Mercedes-Benz,E 400,2018,28990000,12,560
SsangYong,Nomad,2014,6100000,33,229
Volkswagen,Polo,2014,4500000,23,152
Lexus,RX 350,2021,30000000,20,66
Volkswagen,Polo,2011,4200000,23,152
Hyundai,Santa Fe,2018,14000000,13,67
Honda,CR-V,1997,4300000,15,174
Hyundai,Sonata,2016,8490000,13,20
Toyota,Camry,2015,13600000,0,38
Kia,K3,2022,13300000,2,171
Mercedes-Benz,E 63 AMG,2008,11300000,12,391
Kia,K5,2020,14900000,2,4
Mercedes-Benz,E 280,1994,1900000,12,140
Toyota,RAV 4,2021,20000000,0,93
Subaru,Legacy,1996,1300000,19,62
Subaru,Forester,2020,13000000,19,118
Hyundai,Tucson,2021,16000000,13,107
Hyundai,Santa Fe,2023,18900000,13,67
Toyota,Carina E,1993,2200000,0,18
Mercedes-Benz,Vito,1998,3000000,12,399
Toyota,Camry,1997,4450000,0,38
Toyota,Corolla,2008,5500000,0,65
Chevrolet,Camaro,2013,15200000,22,406
Nissan,Tino,1999,3500000,17,561
Toyota,Camry,2021,18700000,0,38
Chevrolet,Cobalt,2022,6800000,22,214
BMW,X5,2001,6100000,11,30
Toyota,Sienna,2021,29000000,0,162
Hyundai,Staria,2021,30500000,13,90
Fiat,Ducato,2008,25000000,70,562
Toyota,Camry,2014,13500000,0,38
Toyota,RAV 4,2022,23000000,0,93
BMW,X6 M,2020,87000000,11,170
Lexus,LX 600,2023,99900000,20,230
Nissan,Juke,2012,5893325,17,254
Hyundai,Tucson,2020,13310000,13,107
BMW,535,2015,15000000,11,217
Toyota,RAV 4,2013,12590000,0,93
VAZ,2115,2011,2000000,16,435
Mitsubishi,Outlander,2018,9900000,14,77
Hyundai,Tucson,2019,12800000,13,107
Honda,CR-V,2000,4300000,15,174
Skoda,Fabia,2001,900000,40,523
Volkswagen,Transporter,2015,11300000,23,46
Hyundai,Elantra,2021,12000000,13,17
Volkswagen,Polo,2013,3950000,23,152
Subaru,Legacy,1998,2800000,19,62
Mazda,6,2003,3400000,18,237
Mitsubishi,RVR,1995,1150000,14,233
Toyota,Camry,1995,1800000,0,38
Audi,A6 allroad,2000,6000000,6,515
Mercedes-Benz,E 55 AMG,2001,11000000,12,482
Honda,Elysion,2004,5500000,15,128
Toyota,Camry,2016,11100000,0,38
Toyota,Corolla,2008,5800000,0,65
Toyota,Sienna,2017,15750000,0,162
Skoda,Superb,2003,2700000,40,172
Lexus,ES 250,2020,18000000,20,94
Volkswagen,Vento,1993,1300000,23,483
Toyota,Camry,1998,3700000,0,38
Mitsubishi,Outlander,2022,22500000,14,77
Toyota,Fortuner,2022,23000000,0,393
Toyota,Land Cruiser Prado,2022,31000000,0,21
Hyundai,Creta,2021,10000000,13,143
Mercedes-Benz,GLS 500,2018,41700000,12,563
Mitsubishi,Pajero Sport,2010,10000000,14,564
Toyota,Windom,1997,3200000,0,104
Honda,CR-V,1999,4600000,15,174
Toyota,bZ4X,2023,14990000,0,293
VAZ,2114,2012,2400000,16,27
Daewoo,Nexia,2012,1650000,37,133
Mercedes-Benz,S 500,2002,4100000,12,37
Daewoo,Matiz,2013,1500000,37,275
Nissan,Primera,2000,1090000,17,216
Hyundai,Santa Fe,2016,11600000,13,67
Mercedes-Benz,E 320,1994,4200000,12,23
Nissan,Cefiro,1995,2000000,17,35
Chevrolet,Aveo,2008,3600000,22,551
BMW,X6,2010,11900000,11,31
Mercedes-Benz,G 500,2003,14500000,12,332
Infiniti,FX50,2009,10000000,28,478
Infiniti,QX80,2019,35000000,28,78
Toyota,Camry,2012,7800000,0,38
Toyota,Land Cruiser Prado,2021,29700000,0,21
Toyota,Camry,2021,17300000,0,38
Toyota,Camry,2020,16400000,0,38
Hyundai,Sonata,2015,8000000,13,20
BMW,535,2015,16000000,11,217
Toyota,Tundra,2003,7800000,0,79
Mitsubishi,L300,1995,950000,14,565
Toyota,Corolla,2008,4100000,0,65
Lexus,IS 350,2007,7900000,20,566
Mercedes-Benz,C 280,2007,7200000,12,47
Opel,Astra,1993,1150000,27,457
Toyota,Harrier,2001,6500000,0,518
Toyota,Camry,2019,13700000,0,38
Hyundai,Sonata,2014,7800000,13,20
BYD,,2023,17000000,26,426
Li,L9,2023,34800000,45,192
Mitsubishi,ASX,2020,10400000,14,88
Mercedes-Benz,S 500,2022,88000000,12,37
Toyota,Land Cruiser,2018,38500000,0,43
BMW,X5,2007,9700000,11,30
Mercedes-Benz,E 280,1994,2200000,12,140
Mitsubishi,Carisma,1995,1450000,14,567
Toyota,RAV 4,2016,13375050,0,93
Toyota,Camry,2015,10144100,0,38
Kia,Cee’d,2013,6950000,2,136
Toyota,Corolla,2015,7500000,0,65
Nissan,Maxima,1998,2400000,17,76
Toyota,Land Cruiser Prado,2012,15000000,0,21
Toyota,Estima,2011,5700000,0,2
Volkswagen,Transporter,1992,2500000,23,46
VAZ,2131,2000,2600000,16,568
Toyota,Corolla,2022,11250000,0,65
Hyundai,Santa Fe,2023,25000000,13,67
Toyota,4Runner,2006,13300000,0,82
Honda,CR-V,2004,5350000,15,174
Hyundai,Getz,2003,2000000,13,539
Toyota,Yaris,2008,3700000,0,477
Mitsubishi,Space Runner,1992,1850000,14,205
Mazda,3,2004,4200000,18,69
Mercedes-Benz,E 320,2000,4600000,12,23
Toyota,Camry,2021,18400000,0,38
Nissan,Cefiro,1997,2500000,17,35
Subaru,Legacy,1999,3000000,19,62
Mercedes-Benz,E 320,1997,6600000,12,23
Mercedes-Benz,E 430,2002,6100000,12,459
Ford,Mondeo,2007,3650000,24,244
Mitsubishi,Pajero,2019,16700000,14,102
Subaru,Legacy,1999,2750000,19,62
BMW,525,2007,7000000,11,49
Toyota,Land Cruiser Prado,2022,41500000,0,21
Toyota,Camry,1994,1000000,0,38
Toyota,Alphard,2011,7000000,0,1
Toyota,Alphard,2007,6650000,0,1
Toyota,Camry,2007,6300000,0,38
BMW,528,1997,1900000,11,122
Mercedes-Benz,E 280,1994,3000000,12,140
GAZ,GAZel',2012,4200000,32,95
Volkswagen,Polo,2015,6000000,23,152
Mercedes-Benz,E 200,2015,11700000,12,71
Toyota,Land Cruiser Prado,1997,5990000,0,21
Mazda,626,1997,1750000,18,204
BMW,X7,2021,52999999,11,147
Lexus,LX 570,2020,63000000,20,36
Lexus,RX 350,2010,12500000,20,66
Toyota,Camry,2013,11300000,0,38
Hyundai,Palisade,2022,27000000,13,144
BMW,X5,2017,23500000,11,30
Toyota,Camry,2019,16500000,0,38
Kia,Sportage,2019,13700000,2,125
Toyota,Land Cruiser Prado,2015,26000000,0,21
Hyundai,Elantra,2016,8850000,13,17
Hyundai,Accent,2014,4600000,13,50
VAZ,Granta 2190,2014,2000000,16,327
Toyota,Carina E,1993,1700000,0,18
Toyota,Camry,2021,17300000,0,38
Toyota,Camry,2021,22400000,0,38
Toyota,Ipsum,1999,5000000,0,211
Toyota,Highlander,2022,40000000,0,19
Hyundai,Terracan,2003,3850000,13,423
Mercedes-Benz,E 230,1989,1950000,12,153
Hyundai,Santa Fe,2020,17200000,13,67
Renault,Duster,2016,6900000,49,245
Toyota,Camry,2020,16000000,0,38
Volkswagen,Transporter,2000,4300000,23,46
Toyota,Chaser,1998,3700000,0,224
Volkswagen,Passat,2002,2350000,23,101
Hyundai,Sonata,2021,13000000,13,20
Hyundai,Santa Fe,2020,16000000,13,67
VAZ,Priora 2170,2013,2600000,16,44
Subaru,Outback,2015,11500000,19,33
Honda,Civic,1994,1500000,15,305
Honda,Civic,1994,1500000,15,305
Lexus,GS 250,2014,12700000,20,569
Toyota,RAV 4,2000,3800000,0,93
Mazda,6,2020,16000000,18,237
Hyundai,Tucson,2022,18100000,13,107
Hyundai,Venue,2020,10600000,13,570
Smart,ForTwo,2001,1750000,61,422
Kia,K5,2022,16850000,2,4
Kia,K3,2021,14250000,2,171
Toyota,Camry,2019,14300000,0,38
Nissan,Qashqai,2019,13400000,17,182
Hyundai,Accent,2014,6100000,13,50
GAZ,GAZel',2007,6100000,32,95
Volkswagen,Polo,2018,6400000,23,152
Kia,K5,2020,14000000,2,4
BMW,750,2009,10100000,11,141
GAZ,3110,1999,880000,32,571
Hyundai,Creta,2021,12500000,13,143
Toyota,Camry,2015,14100000,0,38
Hyundai,Grandeur,2020,18500000,13,108
Hyundai,Elantra,2019,10200000,13,17
Volkswagen,Tiguan,2019,13000000,23,270
Nissan,Qashqai,2019,13000000,17,182
Kia,K5,2020,15900000,2,4
Toyota,Highlander,2012,15300000,0,19
Toyota,Land Cruiser Prado,1994,4000000,0,21
Toyota,Highlander,2012,13450000,0,19
BMW,528,2013,11000000,11,122
Chevrolet,Cobalt,2021,3000000,22,214
Toyota,Windom,2002,3300000,0,104
Mercedes-Benz,E 200,1998,2000000,12,71
Mercedes-Benz,S 550,2006,7900000,12,298
Audi,A4,1998,2200000,6,134
Toyota,Cresta,1996,3500000,0,572
Audi,Q7,2007,5200000,6,131
Toyota,RAV 4,2023,21750000,0,93
Toyota,Camry,2017,10600000,0,38
GAZ,GAZel',2006,3800000,32,95
Subaru,Forester,2003,4650000,19,118
Lexus,LX 570,2008,17500000,20,36
Toyota,Camry,2015,10900000,0,38
Wuling,Bingo,2023,8700000,69,573
Hyundai,Santa Fe,2022,19000000,13,67
Hyundai,Grandeur,2021,16000000,13,108
Honda,Accord,1993,1350000,15,294
Toyota,Camry,2014,9600000,0,38
Mercedes-Benz,G 55 AMG,2008,27000000,12,311
VAZ,Priora 2171,2013,1600000,16,329
Toyota,Alphard,2007,6900000,0,1
Ravon,R2,2017,4700000,55,574
Toyota,Estima,2010,5500000,0,2
Peugeot,301,2013,3300000,52,320
Mercedes-Benz,Sprinter,2002,9900000,12,145
Honda,CR-V,1996,2500000,15,174
VAZ,Priora 2172,2012,2500000,16,277
Toyota,Camry,2020,16500000,0,38
Hyundai,Grandeur,2018,12000000,13,108
Mercedes-Benz,GLS 450,2020,64000000,12,490
Toyota,Corolla,2014,7599999,0,65
Kia,Sorento,2017,12480000,2,64
Lexus,RX 450h,2019,27000000,20,445
Volkswagen,Golf,2001,3300000,23,85
Mercedes-Benz,E 230,1990,2800000,12,153
Hyundai,Avante,2022,18200000,13,150
Mitsubishi,Galant,1991,1350000,14,155
Toyota,Camry,2022,20000000,0,38
Hyundai,Tucson,2022,15000000,13,107
Mercedes-Benz,E 200,2017,19250000,12,71
Toyota,RAV 4,2002,3500000,0,93
Nissan,Primera,2002,2050000,17,216
Mazda,626,1989,800000,18,204
Chevrolet,Cruze,2015,6300000,22,45
VAZ,Priora 2170,2014,2850000,16,44
Lexus,ES 350,2021,30500000,20,219
Mercedes-Benz,C 220,1995,2300000,12,232
Mercedes-Benz,S 63 AMG,2017,55000000,12,42
Kia,K7,2020,16500000,2,148
Toyota,4Runner,2020,22000000,0,82
Mercedes-Benz,G 55 AMG,2009,23000000,12,311
Mitsubishi,Space Runner,1991,825000,14,205
Kia,Cee’d,2013,5900000,2,136
Land Rover,Range Rover,2007,7700000,4,6
Nissan,Patrol,2022,37000000,17,29
VAZ,2110,2006,1500000,16,202
Toyota,Highlander,2002,7150000,0,19
Kia,Rio,2020,8500000,2,151
Chevrolet,Cobalt,2022,6100000,22,214
Mercedes-Benz,S 500,1996,3800000,12,37
Lexus,LX 600,2023,78000000,20,230
Mercedes-Benz,E 320,1999,4500000,12,23
Toyota,Camry,2021,19700000,0,38
Toyota,Land Cruiser,2019,43000000,0,43
Hyundai,Tucson,2023,15000000,13,107
BMW,525,1991,2500000,11,49
Audi,80,1993,1200000,6,218
Toyota,Chaser,1997,4800000,0,224
Lexus,LX 570,2012,25000000,20,36
Mitsubishi,Lancer,2012,4200000,14,228
Hyundai,Santa Fe,2019,16500000,13,67
Lexus,RX 200t,2016,19999999,20,259
Nissan,Terrano,1995,3500000,17,28
Toyota,Camry,2015,13333333,0,38
Toyota,Camry,2019,16000000,0,38
Nissan,Sentra,2014,6486600,17,575
Hyundai,Sonata,2022,12200000,13,20
Mitsubishi,Delica,1998,3500000,14,81
Nissan,Maxima,1998,3200000,17,76
Ravon,Nexia R3,2016,3500000,55,444
Toyota,RAV 4,2014,12200000,0,93
GAZ,GAZel',2007,2900000,32,95
Mitsubishi,Outlander,2023,15700000,14,77
Volkswagen,Passat,1994,1600000,23,101
Mazda,CX-7,2007,4700000,18,576
Ravon,R4,2017,4500000,55,383
Toyota,Carina E,1995,2500000,0,18
Lexus,GS 300,2002,5400000,20,80
BMW,X5,2010,10800000,11,30
Toyota,Crown Majesta,2003,6999000,0,577
Audi,A6,1998,1600000,6,127
Kia,Cadenza,2015,9000000,2,578
Porsche,Cayenne,2011,15000000,8,12
Toyota,Camry,2002,5150000,0,38
Hyundai,ix35,2014,7000000,13,579
Lexus,RX 350,2006,9400000,20,66
Toyota,Land Cruiser Prado,2007,15000000,0,21
Lexus,GS 350,2012,14500000,20,55
Toyota,Hilux,2022,26100000,0,138
Volkswagen,Sharan,2001,2500000,23,279
Toyota,Highlander,2021,28000000,0,19
Mitsubishi,ASX,2014,8000000,14,88
Chevrolet,Aveo,2013,2400000,22,551
Hyundai,Santa Fe,2020,16300000,13,67
Toyota,Land Cruiser,2009,14800000,0,43
Toyota,Highlander,2003,7200000,0,19
Hyundai,Palisade,2021,26100000,13,144
Hyundai,Elantra,2019,9450000,13,17
Hyundai,Sonata,2022,22000000,13,20
Cadillac,Escalade,2021,75000000,25,57
Mercedes-Benz,E 280,1993,1700000,12,140
Hyundai,Creta,2019,9927500,13,143
Toyota,Corolla,2020,11552000,0,65
Zeekr,001,2023,29500000,3,5
Toyota,Camry,1996,3250000,0,38
Toyota,Land Cruiser,2005,14500000,0,43
Toyota,Land Cruiser,2011,18500000,0,43
Nissan,Almera,2001,1900000,17,304
Volkswagen,Passat,1992,1450000,23,101
Toyota,4Runner,2018,27600000,0,82
Hyundai,Starex,1998,1580000,13,54
Toyota,Sequoia,2010,18000000,0,442
Toyota,Camry,2020,17000000,0,38
Toyota,Camry,2004,5800000,0,38
VAZ,2121 Niva,1981,1000000,16,319
Tesla,Model Y Long Range,2023,24000000,38,580
Subaru,Outback,2015,10500000,19,33
Mercedes-Benz,ML 350,2008,8100000,12,63
Toyota,Caldina,1994,1800000,0,356
Toyota,Raize,2021,12600000,0,581
Mitsubishi,Delica,1994,1700000,14,81
SsangYong,Kyron,2013,7200000,33,394
Hyundai,Lavita,2002,1450000,13,582
Hyundai,Santa Fe,2023,22800000,13,67
Toyota,Camry,2022,17000000,0,38
Mercedes-Benz,ML 320,2000,4100000,12,583
Mitsubishi,Eclipse Cross,2021,14500000,14,537
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,Eclipse Cross,2022,17900000,14,537
Mitsubishi,Eclipse Cross,2022,18200000,14,537
Toyota,Carina E,1995,1800000,0,18
Toyota,Avensis,2004,4800000,0,51
Mercedes-Benz,Sprinter,2017,16480000,12,145
Changan,UNI-T,2023,17000000,30,285
Mercedes-Benz,Sprinter,2013,4800000,12,145
Toyota,RAV 4,2006,7200000,0,93
SsangYong,Kyron,2011,5400000,33,394
GAZ,GAZel',2000,3200000,32,95
Toyota,Highlander,2008,10200000,0,19
Hyundai,Palisade,2023,36500000,13,144
Toyota,Land Cruiser,2007,21400000,0,43
Toyota,Land Cruiser,2007,21400000,0,43
Lexus,NX 300,2021,22000000,20,203
Toyota,Estima,2003,7500000,0,2
Kia,Cerato,2020,9600000,2,223
Bentley,Bentayga,2018,89000000,46,461
Kia,Cee’d Prestige,2023,11990000,2,584
Kia,Cerato Premium,2023,13690000,2,585
Mitsubishi,Pajero,1993,2400000,14,102
Mercedes-Benz,E 280,2001,5500000,12,140
Toyota,Land Cruiser,2021,57800000,0,43
Toyota,Land Cruiser,2021,65000000,0,43
Toyota,Camry,2019,15200000,0,38
Mercedes-Benz,E 230,1997,2400000,12,153
FAW,1024,2007,1400000,56,384
Toyota,Camry,2019,15000000,0,38
Toyota,Land Cruiser Prado,2016,28000000,0,21
Volkswagen,Passat,1997,2564130,23,101
Nissan,Cefiro,1996,2300000,17,35
Kia,Sportage,2022,21500000,2,125
Bentley,Mulsanne,2010,55000000,46,586
Toyota,Camry,2023,21000000,0,38
Kia,Rio,2013,5300000,2,151
Toyota,Land Cruiser Prado,2012,16600000,0,21
Toyota,Land Cruiser Prado,2016,19800000,0,21
Audi,100,1988,1850000,6,22
BMW,530,2006,4700000,11,92
Toyota,Camry,2018,13350000,0,38
Mazda,Cronos,1992,550000,18,32
Nissan,R'nessa,1997,2300000,17,381
Hyundai,Elantra,2002,2000000,13,17
Hyundai,Elantra,2004,1300000,13,17
Mercedes-Benz,E 200,1988,2500000,12,71
Subaru,Forester,2004,4200000,19,118
Mitsubishi,Galant,1989,730000,14,155
Subaru,Forester,2018,11800000,19,118
Skoda,Yeti,2013,6200000,40,256
Toyota,Land Cruiser,2011,19500000,0,43
BMW,X5,2023,55000000,11,30
Toyota,Alphard,2007,9500000,0,1
Hyundai,Elantra,2015,6800000,13,17
GMC,Yukon,2022,49500000,71,587
Cadillac,Escalade,2021,70000000,25,57
Hyundai,Elantra,2015,7100000,13,17
Kia,Optima,2013,8200000,2,239
BMW,530,2019,17000000,11,92
Skoda,Superb,2019,22000000,40,172
VAZ,Kalina 2194,2014,3650000,16,588
Hyundai,Elantra,2016,5000888,13,17
Chevrolet,Tracker,2014,5700000,22,506
Toyota,Sequoia,2020,50000000,0,442
Zeekr,001,2022,21000000,3,5
Toyota,Hilux,2008,4800000,0,138
Toyota,Camry,2010,7000000,0,38
Lexus,GX 470,2005,14500000,20,124
Kia,Optima,2016,7000000,2,239
Hyundai,Tucson,2023,16500000,13,107
Nissan,Juke,2012,5900000,17,254
Toyota,Camry,2023,19500000,0,38
Toyota,Camry,2006,6300000,0,38
Zeekr,001,2023,28000000,3,5
BMW,525,1993,2450000,11,49
Mitsubishi,Montero Sport,2001,5000000,14,24
Mercedes-Benz,190,1989,1500000,12,119
Mercedes-Benz,E 280,1992,1300000,12,140
Toyota,Corolla,2023,11900000,0,65
Mazda,6,2016,7000000,18,237
Mitsubishi,Galant,1998,1350000,14,155
Opel,Campo,1994,3700000,27,589
VAZ,Largus,2014,4150000,16,323
Land Rover,Freelander,2004,4200000,4,248
VAZ,2114,2005,1500000,16,27
Voyah,Dream,2023,31950000,35,190
BMW,535,2016,15600000,11,217
BMW,530,2021,35900000,11,92
Kia,K5,2021,14900000,2,4
Nissan,Patrol,2022,43500000,17,29
Mercedes-Benz,S 500,2021,95500000,12,37
Kia,Sportage,2017,13290000,2,125
Toyota,Camry,2021,20700000,0,38
Jetour,X70,2022,12000000,72,590
Jetour,X70,2022,12000000,72,590
Kia,Sportage,2015,10500000,2,125
Mitsubishi,Delica,1996,5000000,14,81
Mitsubishi,Pajero,2012,12570000,14,102
Kia,K5,2019,9000000,2,4
Nissan,Pathfinder,2006,4500000,17,346
Toyota,Camry,2007,6500000,0,38
Mercedes-Benz,Sprinter,2007,6800000,12,145
Audi,A4,2004,3100000,6,134
Hyundai,Porter,2007,4200000,13,257
Mitsubishi,Xpander Cross,2023,11500000,14,310
Hyundai,Santa Fe,2016,12800000,13,67
Mercedes-Benz,S 320,1994,2100000,12,240
Mercedes-Benz,S 500,2002,5000000,12,37
Hyundai,Accent,2021,10800000,13,50
Lexus,GS 300,2006,7900000,20,80
Toyota,Highlander,2010,13000000,0,19
Toyota,Hilux,2012,5500000,0,138
Mercedes-Benz,E 280,1993,1750000,12,140
Mercedes-Benz,E 280,1993,1750000,12,140
Mercedes-Benz,G 63 AMG,2022,133000000,12,199
Lexus,ES 250,2019,25500000,20,94
Nissan,Murano,2007,4300000,17,278
Kia,K5,2010,7700000,2,4
Chevrolet,Cruze,2014,5000000,22,45
Toyota,Mark II,1996,3850000,0,287
BMW,i8,2015,55000000,11,591
Subaru,Forester,2018,9333333,19,118
Hyundai,Elantra,2020,7900000,13,17
Kia,Rio,2015,5900000,2,151
Honda,HR-V,2021,13500000,15,592
VAZ,2114,2010,600000,16,27
Land Rover,Range Rover Sport,2007,8000000,4,7
Kia,Optima,2017,12200000,2,239
BMW,X6,2020,48000000,11,31
Kia,Mohave,2022,27000000,2,593
BMW,528,1996,3500000,11,122
Toyota,Avensis,1999,2700000,0,51
Toyota,4Runner,2003,10500000,0,82
Toyota,RAV 4,2012,9000000,0,93
Mitsubishi,Pajero,1994,2700000,14,102
Honda,Odyssey,2002,4000000,15,297
Infiniti,Q70,2014,12100000,28,594
Hyundai,Tucson,2023,16500000,13,107
Hyundai,Tucson,2019,12200000,13,107
Toyota,Camry,2011,10100000,0,38
Lexus,LX 470,2004,11000000,20,301
Jeep,Grand Cherokee,2022,38000000,9,13
Toyota,Camry,2000,4100000,0,38
Daewoo,Matiz,2011,2250000,37,275
Daewoo,Nexia,2011,1900000,37,133
Toyota,Land Cruiser,2022,67900000,0,43
Toyota,4Runner,2022,43500000,0,82
Mitsubishi,Pajero,2019,22000000,14,102
Toyota,RAV 4,2016,13970000,0,93
Nissan,Sunny,1993,899900,17,485
Ford,Transit,1993,1500000,24,123
Subaru,Impreza,1993,2000000,19,97
Toyota,Carina E,1995,2600000,0,18
Toyota,Camry,2019,15900000,0,38
Volkswagen,Golf,1991,950000,23,85
BMW,X5,2005,7500000,11,30
Ford,Transit,2002,2800000,24,123
Toyota,Camry,2018,17000000,0,38
Nissan,X-Trail,2020,15000000,17,58
Toyota,Camry,2018,13400000,0,38
